	ἦλθον	êlthon	ἔρχομαι	I came
	βραδέως	bradéōs	βραδέως	slowly
66 „ Ὡς ἐν οὐρανοῖς ἤκουσα περὶ τούτου.	66 „ Hōs en ūranóès ěcūsa perì tǔtū.			66 as I heard in the heavens about this.
	Ὡς	Hōs	ὡς	as
	ἐν	en	ἐν	in
	οὐρανοῖς	ūranóès	οὐρανός	the heavens
	ἤκουσα	ěcūsa	ἀκούω	I heard
	περὶ	perì	περί	about
	τούτου	tǔtū	οὗτος	this
67 „ Ἄγε δὴ κινήθητι, σαῖς τ' εὐεπείαις	67 „ Áge dḕ ciněthēti, sáès t' euepeíaes			67 Come now, take action with your favorable conditions
	Ἄγε	Áge	ἄγω	Come
	δὴ	dḕ	δή	now
	κινήθητι	ciněthēti	κινέω	take action
	σαῖς	sáès	σός	your
	τ'	t'	τε	and
	εὐεπείαις	euepeíaes	εὔεπεία	favorable conditions
68 „ Καὶ πᾶσι τρόποις, οἷς δύναται σωθῆναι,	68 „ Caè pâsi trópoes, hóès dýnatae sōthênae,			68 in all ways by which you can be saved.
	Καὶ	Caè	καί	and
	πᾶσι	pâsi	πᾶς	in all
	τρόποις	trópoes	τρόπος	ways
	οἷς	hóès	ὅς	by which
	δύναται	dýnatae	δύναμαι	can
	σωθῆναι	sōthênae	σώζω	be saved
69 „ Αὐτῷ βοήθει, κἀμοὶ συνεργὸς γίνου.	69 „ Autộ boěthei, ca'moè synergòs gínū.			69 Help yourself, and become a collaborator to me.
	Αὐτῷ	Autộ	αὐτός	to him
	βοήθει	boěthei	βοηθέω	help
	κἀμοὶ	ca'moè	κἀγώ	and to me
	συνεργὸς	synergòs	συνεργός	collaborator
	γίνου	gínū	γίνομαι	become
70 „ Εἰμὶ Βεάτριξ, ἐγώ τε σ' ἀποστέλλω·	70 „ Eimì Beátrix, egǒ te s' apostéllō;			70 I am Beatrix, and I send you:
	Εἰμὶ	Eimì	εἰμί	I am
	Βεάτριξ	Beátrix	Βεάτριξ	Beatrix
	ἐγώ	egǒ	ἐγώ	I
	τε	te	τε	and
	σ'	s'	σύ	you
	ἀποστέλλω	apostéllō	ἀποστέλλω	I send
71 „ Ἔρχομ' ἔνθεν μοι ποθητὸν ἐπιστρέψαι.	71 „ Érchom' énthen moe pothētòn epistrépsae.			71 I come from here to return what is longed for to me.
	Ἔρχομ'	Érchom'	ἔρχομαι	I come
	ἔνθεν	énthen	ἔνθεν	from here
	μοι	moe	ἐγώ	to me
	ποθητὸν	pothētòn	ποθητός	longed for
	ἐπιστρέψαι	epistrépsae	ἐπιστρέφω	to return
72 „ Φίλτρον ἐκίνησέ με, λόγους τ' ἐμπνέει.	72 „ Phíltron ecínēsé me, lógūs t' empnéei.			72 A love potion moved me and inspires words.
	Φίλτρον	Phíltron	φίλτρον	love potion
	ἐκίνησέ	ecínēsé	κινέω	moved
	με	me	ἐγώ	me
	λόγους	lógūs	λόγος	words
	τ'	t'	τε	and
	ἐμπνέει	empnéei	ἐμπνέω	inspires
73 „ Ὅτ' ἔσομ' ἐνώπιον τοὐμοῦ Κυρίου,	73 „ Hót' ésom' enǒpion tū'mû Cyríū,			73 When I will be in the presence of my Lord,
	Ὅτ'	Hót'	ὅτε	when
	ἔσομ'	ésom'	εἰμί	I will be
	ἐνώπιον	enǒpion	ἐνώπιον	in the presence
	τοὐμοῦ	tū'mû	τοῦ ἐμοῦ	of my
	Κυρίου	Cyríū	Κύριος	Lord
74 „ Αὐτῷ συχνάκις περὶ σοῦ καλῶς λέξω.”—	74 „ Autộ sychnácis perì sû calôs léxō.”—			74 I will often speak well about you to Him."—
	Αὐτῷ	Autộ	αὐτός	to him
	συχνάκις	sychnácis	συχνά	often
	περὶ	perì	περί	about
	σοῦ	sû	σύ	you
	καλῶς	calôs	καλῶς	well
	λέξω	léxō	λέγω	I will speak
75 — “Ἡ μὲν ἐσιώπησεν, ἐγὼ δ' ἠρξάμην.”	75 — “Hē mèn esiǒpēsen, egṑ d' ērxámēn.”			75 — "She indeed was silent, but I began."
	Ἡ	Hē	ὁ	she
	μὲν	mèn	μέν	indeed
	ἐσιώπησεν	esiǒpēsen	σιωπάω	was silent
	ἐγὼ	egṑ	ἐγώ	I
	δ'	d'	δέ	but
	ἠρξάμην	ērxámēn	ἄρχομαι	I began
76 “Ὦ δέσποινα, κάτοχε τοῦ μόνου δώρου,	76 “Ô déspoena, cátoche tû mónū dǒrū,			76 "O lady, possessor of the only gift,
	Ὦ	Ô	ὦ	O
	δέσποινα	déspoena	δέσποινα	lady
	κάτοχε	cátoche	κάτοχος	possessor
	τοῦ	tû	ὁ	of the
	μόνου	mónū	μόνος	only
	δώρου	dǒrū	δῶρον	gift
77 „ Δι' οὗπερ τἀνθρώπινον ἐξέχει γένος	77 „ Di' hûper ta'nthrǒpinon exéchei génos			77 through which the human race pours forth,
	Δι'	Di'	διά	through
	οὗπερ	hûper	ὅς	which
	τἀνθρώπινον	ta'nthrǒpinon	ὁ ἄνθρωπος	the human
	ἐξέχει	exéchei	ἐκχέω	pours forth
	γένος	génos	γένος	race
78 „ Πάντων τῶν ἐν οὐρανῷ τῷ μειοτρόχῳ·	78 „ Pántōn tôn en ūranộ tộ meiotróchọ̄;			78 the race of all in the lesser heaven.
	Πάντων	Pántōn	πᾶς	of all
	τῶν	tôn	ὁ	the
	ἐν	en	ἐν	in
	οὐρανῷ	ūranộ	οὐρανός	heaven
	τῷ	tộ	ὁ	the
	μειοτρόχῳ	meiotróchọ̄	μειοτρέχω	lesser
79 „ Οὕτως εὐάρεστόν μοι τὸ πρόσταγμά σου,	79 „ Hǔtōs euárestón moe tò próstagmá sū,			79 In this way, your command is pleasing to me,
	Οὕτως	Hǔtōs	οὕτως	in this way
	εὐάρεστόν	euárestón	εὐάρεστος	pleasing
	μοι	moe	ἐγώ	to me
	τὸ	tò	ὁ	the
	πρόσταγμά	próstagmá	πρόσταγμα	commands
	σου	sū	σύ	of yours
80 „ Ὥστ' ἀμέσως ὑπείκων δοκῶ βραδύνειν.	80 „ Hǒst' amésōs hypeícōn docô bradýnein.			80 so that immediately, yielding, I seem to be slow.
	Ὥστ'	Hǒst'	ὥστε	so that
	ἀμέσως	amésōs	ἀμέσως	immediately
	ὑπείκων	hypeícōn	ὑπείκω	yielding
	δοκῶ	docô	δοκέω	I seem
	βραδύνειν	bradýnein	βραδύνω	to be slow
81 „ Οὐ χρῄζεις πέρα φράζειν τὰς σὰς ἐφέσεις·	81 „ Ū chrẹ̌zeis péra phrázein tàs sàs ephéseis;			81 You do not need to explain your commands.
	Οὐ	Ū	οὐ	not
	χρῄζεις	chrẹ̌zeis	χρῄζω	you need
	πέρα	péra	πέρα	beyond
	φράζειν	phrázein	φράζω	to explain
	τὰς	tàs	ὁ	the
	σὰς	sàs	σύ	your
	ἐφέσεις	ephéseis	ἔφεσις	commands
82 „ Ἀλλὰ λέγε μοι, πῶς κατέβης ἐνταῦθα	82 „ Allà lége moe, pôs catébēs entáùtha			82 But tell me, how did you descend here,
	Ἀλλὰ	Allà	ἀλλά	but
	λέγε	lége	λέγω	tell
	μοι	moe	ἐγώ	me
	πῶς	pôs	πῶς	how
	κατέβης	catébēs	καταβαίνω	you descended
	ἐνταῦθα	entáùtha	ἐνταῦθα	here
83 „ Ἐν τῷ χαμηλῷ τούτῳ κέντρῳ, λιποῦσα	83 „ En tộ chamēlộ tǔtọ̄ céntrọ̄, lipûsa			83 in this humble center, having left
	Ἐν	En	ἐν	In
	τῷ	tộ	ὁ	the
	χαμηλῷ	chamēlộ	χαμηλός	humble
	τούτῳ	tǔtọ̄	οὗτος	this
	κέντρῳ	céntrọ̄	κέντρον	center
	λιποῦσα	lipûsa	λείπω	having left
84 „ Τὸν εὐρὺν χῶρον, ἔνθ' ἐπανελθεῖν θέλεις.”—	84 „ Tòn eurỳn chôron, énth' epanelthéìn théleis.”—			84 the wide space, where you want to return?”—
	Τὸν	Tòn	ὁ	the
	εὐρὺν	eurỳn	εὐρύς	wide
	χῶρον	chôron	χῶρος	space
	ἔνθ'	énth'	ἔνθα	where
	ἐπανελθεῖν	epanelthéìn	ἐπανέρχομαι	to return
	θέλεις	théleis	θέλω	you want
85 — “Ἐπεὶ τὰ πάντ' εἰς βάθος εἰδέναι βούλει,	85 — “Epeì tà pánt' eis báthos eidénae bǔlei,			85 —"Since you want to know everything in depth,
	Ἐπεὶ	Epeì	ἐπεί	Since
	τὰ	tà	ὁ	the
	πάντ'	pánt'	πᾶς	everything
	εἰς	eis	εἰς	in
	βάθος	báthos	βάθος	depth
	εἰδέναι	eidénae	εἴδω	to know
	βούλει	bǔlei	βούλομαι	you want
86 „ Ἐρῶ σοι βραχυεπῶς,” εἶπεν ἐκείνη,	86 „ Erô soe brachyepôs,” éìpen eceínē,			86 I will speak to you briefly," she said,
	Ἐρῶ	Erô	ἐρῶ	I will speak
	σοι	soe	σύ	to you
	βραχυεπῶς	brachyepôs	βραχύς	briefly
	εἶπεν	éìpen	λέγω	she said
	ἐκείνη	eceínē	ἐκεῖνος	that
87 “Ὡς οὐκ ἐνθάδε δειλιῶ καταβῆναι.	87 “Hōs ūc entháde deiliô catabênae.			87 "So that I don't hesitate to descend here.
	Ὡς	Hōs	ὡς	how
	οὐκ	ūc	οὐ	not
	ἐνθάδε	entháde	ἐνταῦθα	here
	δειλιῶ	deiliô	δειλιάω	I hesitate
	καταβῆναι	catabênae	καταβαίνω	to descend
88 „ Ἐκεῖνα μόνα πᾶς ὀφείλει φοβεῖσθαι,	88 „ Ecéìna móna pâs opheílei phobéìsthae,			88 Everyone should fear only those things
	Ἐκεῖνα	Ecéìna	ἐκεῖνος	those
	μόνα	móna	μόνος	alone
	πᾶς	pâs	πᾶς	everyone
	ὀφείλει	opheílei	ὀφείλω	should
	φοβεῖσθαι	phobéìsthae	φοβέομαι	fear
89 „ Ἅπερ δύναται προξενεῖν αὐτῷ βλάβην·	89 „ Háper dýnatae proxenéìn autộ blábēn;			89 which can cause harm to oneself.
	Ἅπερ	Háper	ὅς ἥ ὅ	which
	δύναται	dýnatae	δύναμαι	can
	προξενεῖν	proxenéìn	προξενέω	cause
	αὐτῷ	autộ	αὐτός	to himself
	βλάβην	blábēn	βλάβη	harm
90 „ Οὐχὶ δὲ τἆλλα· ταῦτ' οὐ γὰρ φοβητέα.	90 „ Ūchì dè tâ'lla; táùt' ū gàr phobētéa.			90 But the other things: these are not to be feared.
	Οὐχὶ	Ūchì	οὐχί	not
	δὲ	dè	δέ	but
	τἆλλα	tâ'lla	τἆλλα	the other things
	ταῦτ'	táùt'	οὗτος	these
	οὐ	ū	οὐ	not
	γὰρ	gàr	γάρ	for
	φοβητέα	phobētéa	φοβητέος	to be feared
91 „ Τοιάδ' ἐγὼ χάριτι κατέστην θείᾳ,	91 „ Toeád' egṑ cháriti catéstēn theíạ̄,			91 I have become like this by divine grace,
	Τοιάδ'	Toeád'	τοιοῦτος	Like this
	ἐγὼ	egṑ	ἐγώ	I
	χάριτι	cháriti	χάρις	by grace
	κατέστην	catéstēn	καθίστημι	I’ve become
	θείᾳ	theíạ̄	θεῖος	divine
92 „ Ὥστ' ἡ τληπάθει' ὑμῶν οὐδέν με βλάπτει,	92 „ Hǒst' hē tlēpáthei' hymôn ūdén me bláptei,			92 so that the suffering of you does not harm me,
	Ὥστ'	Hǒst'	ὥστε	so that
	ἡ	hē	ὁ	the
	τληπάθει'	tlēpáthei'	τληπαθέω	suffering
	ὑμῶν	hymôn	σύ	of you
	οὐδέν	ūdén	οὐδείς	nothing
	με	me	ἐγώ	me
	βλάπτει	bláptei	βλάπτω	harms
93 „ Οὔτε φλὸξ τούτου τοῦ πυρὸς ἅπτεταί μου.	93 „ Ǔte phlòx tǔtū tû pyròs háptetaé mū.			93 neither does the flame of this fire touch me.
	Οὔτε	Ǔte	οὔτε	neither
	φλὸξ	phlòx	φλόξ	flame
	τούτου	tǔtū	οὗτος	this
	τοῦ	tû	ὁ	of the
	πυρὸς	pyròs	πῦρ	fire
	ἅπτεταί	háptetaé	ἅπτομαι	touches
	μου	mū	ἐγώ	me
94 „ Ἐν Οὐρανοῖς εὐμενής ἐστι Κυρία,	94 „ En Ūranóès eumeněs esti Cyría,			94 In the heavens, the Lady is favorable,
	Ἐν	En	ἐν	in
	Οὐρανοῖς	Ūranóès	οὐρανός	heavens
	εὐμενής	eumeněs	εὔνοος	favorable
	ἐστι	esti	εἰμί	is
	Κυρία	Cyría	κυρία	Lady
95 „ Οἰκτείρουσα τὸν ἄνδρα, πρὸς ὅν σε στέλλω,	95 „ Oecteírūsa tòn ándra, pròs hón se stéllō,			95 having compassion for the man to whom I send you,
	Οἰκτείρουσα	Oecteírūsa	οἰκτείρω	having compassion
	τὸν	tòn	ὁ	the
	ἄνδρα	ándra	ἀνήρ	man
	πρὸς	pròs	πρός	to
	ὅν	hón	ὅς	whom
	σε	se	σύ	you
	στέλλω	stéllō	στέλλω	I send
96 „ Ὡς τὰς στυγερὰς ἄνω κάμπτουσα κρίσεις.	96 „ Hōs tàs stygeràs ánō cámptūsa críseis.			96 so that you may bend the hateful judgments above.
	Ὡς	Hōs	ὡς	so that
	τὰς	tàs	ὁ	the
	στυγερὰς	stygeràs	στυγερός	hateful
	ἄνω	ánō	ἄνω	above
	κάμπτουσα	cámptūsa	κάμπτω	may bend
	κρίσεις	críseis	κρίσις	judgments
97 „ Αὕτη Λουκίαν μετακαλεσαμένη,	97 „ Haútē Lūcían metacalesaménē,			97 She, having summoned Lucius,
	Αὕτη	Haútē	οὗτος	she
	Λουκίαν	Lūcían	Λουκίας	Lucius
	μετακαλεσαμένη	metacalesaménē	μετακαλέω	having summoned
98 „ Εἶπε· ‘“Νῦν ὁ σὸς πιστὸς σοῦ χρείαν ἔχει·	98 „ Éìpe; ‘“Nŷn ho sòs pistòs sû chreían échei;			98 said, 'Now, your faithful one needs Him;
	Εἶπε	Éìpe	εἶπον	she said
	Νῦν	Nŷn	νῦν	now
	ὁ	ho	ὁ	the
	σὸς	sòs	σός	your
	πιστὸς	pistòs	πιστός	faithful
	σοῦ	sû	σύ	of yours
	χρείαν	chreían	χρεία	need
	ἔχει	échei	ἔχω	has
99 „ Αὐτὸν ἐνθέρμως κἀγὼ συνίστημί σοι.”’	99 „ Autòn enthérmōs ca'gṑ synístēmí soe.”’			99 I fervently present Him to you.'"
	Αὐτὸν	Autòn	αὐτός	him
	ἐνθέρμως	enthérmōs	ἐνθερμέω	fervently
	κἀγὼ	ca'gṑ	κἀγώ	and I
	συνίστημί	synístēmí	συνίστημι	present,
	σοι	soe	σύ	to you
100 “Λουκία πάντων ἐχθρὰ σκληροκαρδίων	100 “Lūcía pántōn echthrà sclērocardíōn			100 "Lucius, the enemy of all hard-hearted,
	Λουκία	Lūcía	Λουκίας	Lucius
	πάντων	pántōn	πᾶς	of all
	ἐχθρὰ	echthrà	ἐχθρός	enemy
	σκληροκαρδίων	sclērocardíōn	σκληροκάρδιος	hard-hearted
101 „ Εὐθὺς ἀνέστη, κ' εἰς τόπον ἦλθεν ὅπου	101 „ Euthỳs anéstē, c' eis tópon êlthen hópū			101 immediately arose and came to the place where
	Εὐθὺς	Euthỳs	εὐθύς	immediately
	ἀνέστη	anéstē	ἀνίστημι	arose
	κ'	c'	καί	and
	εἰς	eis	εἰς	to
	τόπον	tópon	τόπος	place
	ἦλθεν	êlthen	ἔρχομαι	came
	ὅπου	hópū	ὅπου	where
102 „ Μετὰ τῆς Ῥαχὴλ καθήμην τῆς ἀρχαίας·	102 „ Metà tês Rhachḕl cathěmēn tês archaéas;			102 I sat with Rachel, the ancient one.
	Μετὰ	Metà	μετά	with
	τῆς	tês	ὁ	the
	Ῥαχὴλ	Rhachḕl	Ῥαχήλ	Rachel
	καθήμην	cathěmēn	κάθημαι	I sat
	τῆς	tês	ὁ	the
	ἀρχαίας	archaéas	ἀρχαῖος	ancient
103 „ Εἶπε· ‘“Βεάτριξ, ἀληθὴς θεῖος αἶνος,	103 „ Éìpe; ‘“Beátrix, alēthḕs théìos áènos,			103 He said, '”Beatrice, true divine praise,
	Εἶπε	Éìpe	εἶπον	he said
	Βεάτριξ	Beátrix	Βεάτριξ	Beatrice
	ἀληθὴς	alēthḕs	ἀληθής	true
	θεῖος	théìos	θεῖος	divine
	αἶνος	áènos	αἶνος	praise
104 „ Πῶς οὐ βοηθεῖς τῷ σε πεφιληκότι,	104 „ Pôs ū boēthéìs tộ se pephilēcóti,			104 how do you not help the one who has loved you,
	Πῶς	Pôs	πῶς	how
	οὐ	ū	οὐ	not
	βοηθεῖς	boēthéìs	βοηθέω	you help
	τῷ	tộ	ὁ	the
	σε	se	σύ	you
	πεφιληκότι	pephilēcóti	φιλέω	having loved
105 „ Διὰ σέ τ' ἐξελθόντι τοῦ χύδην ὄχλου;	105 „ Dià sé t' exelthónti tû chýdēn óchlū?			105 and through you, having gone out of the crowd?
	Διὰ	Dià	διά	through
	σέ	sé	σύ	you
	τ'	t'	τε	and
	ἐξελθόντι	exelthónti	ἐξέρχομαι	having gone out
	τοῦ	tû	ὁ	of the
	χύδην	chýdēn	χύδην	abundantly
	ὄχλου	óchlū	ὄχλος	crowd
106 „ Οὐκ ἀκούεις νῦν αὐτοῦ τοὺς οἰκτροὺς θρήνους;	106 „ Ūc acǔeis nŷn autû tū̀s oectrū̀s thrěnūs?			106 Do not you hear now his pitiful lamentations?
	Οὐκ	Ūc	οὐκ	not
	ἀκούεις	acǔeis	ἀκούω	you hear
	νῦν	nŷn	νῦν	now
	αὐτοῦ	autû	αὐτός	his
	τοὺς	tū̀s	ὁ	the
	οἰκτροὺς	oectrū̀s	οἰκτρός	pitiable
	θρήνους	thrěnūs	θρῆνος	lamentations
107 „ Οὐχ ὁρᾷς αὐτὸν μαχόμενον θανάτῳ	107 „ Ūch horậs autòn machómenon thanátọ̄			107 Do you not see him fighting with death
	Οὐχ	Ūch	οὐχ	not
	ὁρᾷς	horậs	ὁράω	you see
	αὐτὸν	autòn	αὐτός	him
	μαχόμενον	machómenon	μάχομαι	fighting
	θανάτῳ	thanátọ̄	θάνατος	death
108 „ Ἐπὶ ποταμοῦ θαλάσσης δεινοτέρου;”’	108 „ Epì potamû thalássēs deinotérū?”’			108 on a river more terrible than the sea?”’
	Ἐπὶ	Epì	ἐπί	on
	ποταμοῦ	potamû	ποταμός	river
	θαλάσσης	thalássēs	θάλασσα	sea
	δεινοτέρου	deinotérū	δεινός	terrible
109 “Οὐδείς ποτ' ἐν τῷ κόσμῳ θηρεύων κέρδος,	109 “Ūdeís pot' en tộ cósmọ̄ thēreúōn cérdos,			109 "No one ever within the world, hunting for gain,
	Οὐδείς	Ūdeís	οὐδείς	no one
	ποτ'	pot'	ποτέ	ever
	ἐν	en	ἐν	within
	τῷ	tộ	ὁ	the
	κόσμῳ	cósmọ̄	κόσμος	world
	θηρεύων	thēreúōn	θηρεύω	hunting
	κέρδος	cérdos	κέρδος	gain
110 „ Ἢ βλάβην ἀποφεύγων, ἔδραμε τόσον,	110 „ Ḕ blábēn apopheúgōn, édrame tóson,			110 Or avoiding harm, ran so much,
	Ἢ	Ḕ	ἤ	or
	βλάβην	blábēn	βλάβη	harm
	ἀποφεύγων	apopheúgōn	ἀποφεύγω	avoiding
	ἔδραμε	édrame	τρέχω	he ran
	τόσον	tóson	τόσος	so much
111 „ Ὁπόσον ὅτ' ἤκουσα τοιούτους λόγους.	111 „ Hopóson hót' ěcūsa toeǔtūs lógūs.			111 As much as when I heard such words.
	Ὁπόσον	Hopóson	ὅσος	as much as
	ὅτ'	hót'	ὅτε	when
	ἤκουσα	ěcūsa	ἀκούω	I heard
	τοιούτους	toeǔtūs	τοιοῦτος	such
	λόγους	lógūs	λόγος	words
112 „ Ὧδε κατέβην ἐκ τῆς μακάρων ἕδρας,	112 „ Hôde catébēn ec tês macárōn hédras,			112 Here I came down from the blessed seat,
	Ὧδε	Hôde	ὧδε	Here
	κατέβην	catébēn	καταβαίνω	I came down
	ἐκ	ec	ἐκ	from
	τῆς	tês	ὁ	the
	μακάρων	macárōn	μακάρες	blessed
	ἕδρας	hédras	ἕδρα	seat
113 „ Ἔχουσα πίστιν εἰς τὸ σὸν καλῶς λέγειν,	113 „ Échūsa pístin eis tò sòn calôs légein,			113 Having faith in speaking well of yours,
	Ἔχουσα	Échūsa	ἔχω	having
	πίστιν	pístin	πίστις	faith
	εἰς	eis	εἰς	in
	τὸ	tò	ὁ	the
	σὸν	sòn	σός	your
	καλῶς	calôs	καλῶς	well
	λέγειν	légein	λέγω	to speak
114 „ Ὅπερ τιμᾷ σε καὶ τοὺς ἀκούσαντάς σου.”—	114 „ Hóper timậ se caè tū̀s acǔsantás sū.”—			114 Which honors you and those who heard you.”—
	Ὅπερ	Hóper	ὅστις	which
	τιμᾷ	timậ	τιμάω	honors
	σε	se	σύ	you
	καὶ	caè	καί	and
	τοὺς	tū̀s	ὁ	the
	ἀκούσαντάς	acǔsantás	ἀκούω	those who heard
	σου	sū	σύ	you
115 —“Εἰποῦσα ταῦτα, τοὺς ὀφθαλμοὺς δακρύοις	115 —“Eipûsa táùta, tū̀s ophthalmū̀s dacrýoes			115 —”Having said these, with tears in her eyes,
	Εἰποῦσα	Eipûsa	εἶπον	having said
	ταῦτα	táùta	οὗτος	these
	τοὺς	tū̀s	ὁ	the
	ὀφθαλμοὺς	ophthalmū̀s	ὀφθαλμός	eyes
	δακρύοις	dacrýoes	δάκρυον	with tears
116 „ Πρός με λάμποντας προσέτρεψε, καὶ τοῦτο	116 „ Prós me lámpontas prosétrepse, caè tûto			116 Turned towards me shining, and this,
	Πρός	Prós	πρός	towards
	με	me	ἐγώ	me
	λάμποντας	lámpontas	λάμπω	shining
	προσέτρεψε	prosétrepse	προστρέπω	turned
	καὶ	caè	καί	and
	τοῦτο	tûto	οὗτος	this
117 „ Ἐπετάχυνεν ἐμὴν ἄφιξιν ὧδε.	117 „ Epetáchynen emḕn áphixin hôde.			117 Hastened my arrival here.
	Ἐπετάχυνεν	Epetáchynen	ἐπιταχύνω	hastened
	ἐμὴν	emḕn	ἐμός	my
	ἄφιξιν	áphixin	ἄφιξις	arrival
	ὧδε	hôde	ὧδε	here
118 „ Παρὰ σὲ δ' ἐλθών, ὡς προὔτρεψεν ἐκείνη,	118 „ Parà sè d' elthǒn, hōs prǔ'trepsen eceínē,			118 Having come from you, as she turned,
	Παρὰ	Parà	παρά	from
	σὲ	sè	σύ	you
	δ'	d'	δέ	and
	ἐλθών	elthǒn	ἔρχομαι	having come
	ὡς	hōs	ὡς	as
	προὔτρεψεν	prǔ'trepsen	προτρέπω	turned
	ἐκείνη	eceínē	ἐκεῖνος	she
119 „ Ἔσωσά σε τῆς θηρός, ἥτις τὴν ὄρους	119 „ Ésōsá se tês thērós, hětis tḕn órūs			119 I saved you from the beast, which the mountain,
	Ἔσωσά	Ésōsá	σῴζω	I saved
	σε	se	σύ	you
	τῆς	tês	ὁ	the
	θηρός	thērós	θήρ	beast
	ἥτις	hětis	ὅστις	which
	τὴν	tḕn	ὁ	the
	ὄρους	órūs	ὄρος	mountain
120 „ Τοῦ καλοῦ προσέλευσιν ἐκώλυέ σοι.	120 „ Tû calû proséleusin ecǒlyé soe.			120 Prevented the beautiful approach to you.
	Τοῦ	Tû	ὁ	the
	καλοῦ	calû	καλός	beautiful
	προσέλευσιν	proséleusin	προσέλευσις	approach
	ἐκώλυέ	ecǒlyé	κωλύω	prevented
	σοι	soe	σύ	you
121 „ Τί τὸ λοιπόν; διὰ τί, διὰ τί μένεις;	121 „ Tí tò loepón? dià tí, dià tí méneis?			121 What, therefore? Why, why are you staying?
	Τί	Tí	τί	what
	τὸ	tò	ὁ	the
	λοιπόν	loepón	λοιπόν	therefore
	διὰ	dià	διά	why
	τί	tí	τί	what
	διὰ	dià	διά	why
	τί	tí	τί	what
	μένεις	méneis	μένω	you stay
122 „ Πῶς εἶ τοσοῦτον ἄνανδρος τὴν καρδίαν;	122 „ Pôs éì tosûton ánandros tḕn cardían?			122 How are you so unmanly in your heart?
	Πῶς	Pôs	πῶς	how
	εἶ	éì	εἰμί	you are
	τοσοῦτον	tosûton	τοσοῦτος	so much
	ἄνανδρος	ánandros	ἄνανδρος	unmanly
	τὴν	tḕn	ὁ	the
	καρδίαν	cardían	καρδία	heart
123 „ Πῶς οὔτε τόλμην οὔτε θρασύτητ' ἔχεις,	123 „ Pôs ǔte tólmēn ǔte thrasýtēt' écheis,			123 How do you neither have courage nor boldness?
	Πῶς	Pôs	πῶς	how
	οὔτε	ǔte	οὔτε	neither
	τόλμην	tólmēn	τόλμα	courage
	οὔτε	ǔte	οὔτε	neither
	θρασύτητ'	thrasýtēt'	θρασύτης	boldness
	ἔχεις	écheis	ἔχω	you have
124 „ Ἐν ᾧ τοιαῦται τρεῖς μάκαιραι Κυρίαι	124 „ En hộ toeáùtae tréìs mácaerae Cyríae			124 In which such three blessed Ladies
	Ἐν	En	ἐν	in
	ᾧ	hộ	ὅς	which
	τοιαῦται	toeáùtae	τοιοῦτος	such
	τρεῖς	tréìs	τρεῖς	three
	μάκαιραι	mácaerae	μάκαρ	blessed
	Κυρίαι	Cyríae	Κύριος	Ladies
125 „ Ἐν τοῖς οὐρανοῖς ὑπὲρ σοῦ μεριμνῶσι,	125 „ En tóès ūranóès hypèr sû merimnôsi,			125 In the heavens above you are concerned,
	Ἐν	En	ἐν	in
	τοῖς	tóès	ὁ	the
	οὐρανοῖς	ūranóès	οὐρανός	heavens
	ὑπὲρ	hypèr	ὑπέρ	above
	σοῦ	sû	σύ	you
	μεριμνῶσι	merimnôsi	μεριμνάω	are concerned
126 „ Καλά σοι δ' οὑμοὶ προσυπισχνοῦνται λόγοι;”	126 „ Calá soe d' hūmoè prosypischnûntae lógoe?”			126 And do we promise good words to you?”
	Καλά	Calá	καλός	good
	σοι	soe	σύ	to you
	δ'	d'	δέ	and
	οὑμοὶ	hūmoè	ἡμεῖς	we
	προσυπισχνοῦνται	prosypischnûntae	προσυπισχνέομαι	promise to you
	λόγοι	lógoe	λόγος	words
127 Ὥσπερ τἄνθος ἐκ πάγους νυκτίου κύπτει,	127 Hǒsper tá'nthos ec págūs nyctíū cýptei,			127 Just as a flower from a frosty place at night bends,
	Ὥσπερ	Hǒsper	ὥσπερ	just as
	τἄνθος	tá'nthos	ἄνθος	flower
	ἐκ	ec	ἐκ	from
	πάγους	págūs	πάγος	frosty place
	νυκτίου	nyctíū	νυκτίον	night
	κύπτει	cýptei	κύπτω	bends
128 Καὶ μένει κλειστόν· ἡλίου δ' ἀνιόντος,	128 Caè ménei cleistón; hēlíū d' anióntos,			128 And remains closed; but with the rising of the sun,
	Καὶ	Caè	καί	and
	μένει	ménei	μένω	remains
	κλειστόν	cleistón	κλειστός	closed
	ἡλίου	hēlíū	ἥλιος	sun
	δ'	d'	δέ	but
	ἀνιόντος	anióntos	ἀνίημι	rising
129 Ἐπὶ τοῦ καυλοῦ διανοιχθὲν ὀρθοῦται·	129 Epì tû caulû dianoechthèn orthûtae;			129 Upon the stem, it opens and stands upright.
	Ἐπὶ	Epì	ἐπί	upon
	τοῦ	tû	ὁ	the
	καυλοῦ	caulû	καυλός	stem
	διανοιχθὲν	dianoechthèn	διανοίγω	opened
	ὀρθοῦται	orthûtae	ὀρθόω	stands upright
130 Οὕτως ἐμαυτὸν ἀναψυχθέντ' ᾐσθάνθην·	130 Hǔtōs emautòn anapsychthént' ẹ̄sthánthēn;			130 In this way, having refreshed myself, I felt,
	Οὕτως	Hǔtōs	οὕτως	in this way
	ἐμαυτὸν	emautòn	ἐμαυτός	myself
	ἀναψυχθέντ'	anapsychthént'	ἀναψύχω	refreshed
	ᾐσθάνθην	ẹ̄sthánthēn	αἰσθάνομαι	I felt
